FEEDBACK_APP;FEEDBACK_VALUE;FEEDBACK_DATE;USER_ID;DATE;RTT;DL;UL;DJ;UJ;DTH;UTH;SKYPE___VOICE_CALL___MOS;YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;NETWORK_CLASS;NETWORK_TYPE;MOBILE_OPERATOR;SIGNAL_STRENGTH_RSSI__dBm(0);SIGNAL_STRENGTH_LEVEL(0);IS_IN_AIRPLANE_MODE;IS_MOBILE_DATA_ENABLED;IS_ROAMING_DATA_ENABLED;IS_IN_ROAMING;IS_WIFI_CONNECTED;SIGNAL_STRENGTH_RSSI__dBm(1);SIGNAL_STRENGTH_LEVEL(1)
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:19:27.368000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320,8;0;0;11950090,68;10529586,9;298356,1398;28789,34017;4;4;3G;UMTS;63601;-81;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:19:32.643000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320,8;0;0;11950090,68;10529586,9;298356,1398;28789,34017;4;4;3G;UMTS;63601;-81;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:19:37.952000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320,8;0;0;11950090,68;10529586,9;298356,1398;28789,34017;4;4;3G;UMTS;63601;-81;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:19:42.858000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320,8;0;0;11950090,68;10529586,9;298356,1398;28789,34017;4;4;3G;UMTS;63601;-81;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:19:47.741000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320,8;0;0;11950090,68;10529586,9;298356,1398;28789,34017;4;4;3G;UMTS;63601;-81;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:19:56.870000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320,8;0;0;11950090,68;10529586,9;298356,1398;28789,34017;4;4;3G;UMTS;63601;-81;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:20:02.246000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320,8;0;0;11950090,68;10529586,9;298356,1398;28789,34017;4;4;3G;UMTS;63601;-81;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:20:13.747000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:20:10.199000;711805320,8;0;0;11950090,68;10529586,9;298356,1398;28789,34017;4;4;3G;UMTS;63601;-81;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:21:41.286000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:21:57.436000;691863236,2;0;0;6319718,08;10314399,7;1309149,946;32460,78097;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:21:45.952000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:21:57.436000;691863236,2;0;0;6319718,08;10314399,7;1309149,946;32460,78097;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:22:12.851000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:21:57.436000;691863236,2;0;0;6319718,08;10314399,7;1309149,946;32460,78097;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:22:25.467000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:21:57.436000;691863236,2;0;0;6319718,08;10314399,7;1309149,946;32460,78097;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:24:01.157000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744,7;0;0;3300204,8;9215365,9;846263,2752;30646,45268;4;4;3G;HSPA;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:24:06.788000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744,7;0;0;3300204,8;9215365,9;846263,2752;30646,45268;4;4;3G;HSPA;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:24:15.951000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744,7;0;0;3300204,8;9215365,9;846263,2752;30646,45268;4;4;3G;HSPA;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:24:21.225000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744,7;0;0;3300204,8;9215365,9;846263,2752;30646,45268;4;4;3G;HSPA;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:24:26.636000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744,7;0;0;3300204,8;9215365,9;846263,2752;30646,45268;4;4;3G;HSPA;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:24:26.636000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744,7;0;0;3300204,8;9215365,9;846263,2752;30646,45268;4;4;3G;HSPA;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:24:31.911000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744,7;0;0;3300204,8;9215365,9;846263,2752;30646,45268;4;4;3G;HSPA;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:24:37.338000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744,7;0;0;3300204,8;9215365,9;846263,2752;30646,45268;4;4;3G;HSPA;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:24:42.447000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744,7;0;0;3300204,8;9215365,9;846263,2752;30646,45268;4;4;3G;HSPA;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:24:50.323000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744,7;0;0;3300204,8;9215365,9;846263,2752;30646,45268;4;4;3G;HSPA;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:24:55.192000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:25:02.217000;602972744,7;0;0;3300204,8;9215365,9;846263,2752;30646,45268;4;4;3G;HSPA;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:25:54.878000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533;0;0;1286389,64;3982891,3;333648,8332;29159,99966;4;5;3G;HSPAP;63601;-67;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:25:59.527000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533;0;0;1286389,64;3982891,3;333648,8332;29159,99966;4;5;3G;HSPAP;63601;-67;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:26:14.355000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533;0;0;1286389,64;3982891,3;333648,8332;29159,99966;4;5;3G;HSPAP;63601;-67;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:26:14.355000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533;0;0;1286389,64;3982891,3;333648,8332;29159,99966;4;5;3G;HSPAP;63601;-67;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:26:19.105000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533;0;0;1286389,64;3982891,3;333648,8332;29159,99966;4;5;3G;HSPAP;63601;-67;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:26:23.704000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533;0;0;1286389,64;3982891,3;333648,8332;29159,99966;4;5;3G;HSPAP;63601;-67;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:26:44.448000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533;0;0;1286389,64;3982891,3;333648,8332;29159,99966;4;5;3G;HSPAP;63601;-67;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-13 10:26:49.132000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:26:45.399000;233617533;0;0;1286389,64;3982891,3;333648,8332;29159,99966;4;5;3G;HSPAP;63601;-67;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:28:03.364000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:28:23.637000;610680373,1;0;0;3228750,14;9003153,98;472945,471;30487,50679;4;4;3G;HSPAP;63601;-79;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:28:08.554000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:28:23.637000;610680373,1;0;0;3228750,14;9003153,98;472945,471;30487,50679;4;4;3G;HSPAP;63601;-79;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:28:13.220000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:28:23.637000;610680373,1;0;0;3228750,14;9003153,98;472945,471;30487,50679;4;4;3G;HSPAP;63601;-79;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:28:18.410000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:28:23.637000;610680373,1;0;0;3228750,14;9003153,98;472945,471;30487,50679;4;4;3G;HSPAP;63601;-79;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:28:33.272000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:28:23.637000;610680373,1;0;0;3228750,14;9003153,98;472945,471;30487,50679;4;4;3G;HSPAP;63601;-79;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:28:37.938000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:28:23.637000;610680373,1;0;0;3228750,14;9003153,98;472945,471;30487,50679;4;4;3G;HSPAP;63601;-79;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:29:24.500000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:28:23.637000;610680373,1;0;0;3228750,14;9003153,98;472945,471;30487,50679;4;4;3G;HSPAP;63601;-79;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:30:02.219000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:28:23.637000;610680373,1;0;0;3228750,14;9003153,98;472945,471;30487,50679;4;4;3G;HSPAP;63601;-79;5;False;False;False;False;False;-Inf;-2147483648
SKYPE___GENERAL___MOS;1;2019-07-13 10:30:42.750000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:28:23.637000;610680373,1;0;0;3228750,14;9003153,98;472945,471;30487,50679;4;4;3G;HSPAP;63601;-79;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-13 10:32:43.376000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:33:28.791000;3454587282;0;0;3649125,24;22741111,16;337162,353;27835,00131;4;2;3G;HSPAP;63601;-74;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-13 10:32:49.157000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:33:28.791000;3454587282;0;0;3649125,24;22741111,16;337162,353;27835,00131;4;2;3G;HSPAP;63601;-74;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-13 10:32:58.811000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:33:28.791000;3454587282;0;0;3649125,24;22741111,16;337162,353;27835,00131;4;2;3G;HSPAP;63601;-74;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-13 10:33:04.288000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-13 10:33:28.791000;3454587282;0;0;3649125,24;22741111,16;337162,353;27835,00131;4;2;3G;HSPAP;63601;-74;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-13 04:37:20.780000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:37:14.425000;772585294,5;0;0;5390521,5;12300922,68;90034,42122;37273,80875;4;5;3G;HSPAP;63601;-69;5;False;True;True;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 04:37:29.998000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:37:14.425000;772585294,5;0;0;5390521,5;12300922,68;90034,42122;37273,80875;4;5;3G;HSPAP;63601;-69;5;False;True;True;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-13 04:37:41.834000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:37:14.425000;772585294,5;0;0;5390521,5;12300922,68;90034,42122;37273,80875;4;5;3G;HSPAP;63601;-69;5;False;True;True;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-13 04:37:48.496000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:37:14.425000;772585294,5;0;0;5390521,5;12300922,68;90034,42122;37273,80875;4;5;3G;HSPAP;63601;-69;5;False;True;True;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 04:37:54.713000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:38:32.694000;274545845,7;0;0;2026322,9;2942427,52;94958,71482;62421,81768;4;5;3G;HSPAP;63601;-69;5;False;True;True;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 04:38:01.732000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:38:32.694000;274545845,7;0;0;2026322,9;2942427,52;94958,71482;62421,81768;4;5;3G;HSPAP;63601;-69;5;False;True;True;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 04:38:10.564000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:38:32.694000;274545845,7;0;0;2026322,9;2942427,52;94958,71482;62421,81768;4;5;3G;HSPAP;63601;-69;5;False;True;True;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-13 04:38:17.698000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:38:32.694000;274545845,7;0;0;2026322,9;2942427,52;94958,71482;62421,81768;4;5;3G;HSPAP;63601;-69;5;False;True;True;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 04:38:25.830000;620624f1-35df-4afd-b833-187ed7cba840;2019-07-13 04:38:32.694000;274545845,7;0;0;2026322,9;2942427,52;94958,71482;62421,81768;4;5;3G;HSPAP;63601;-69;5;False;True;True;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:57:29.704000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:57:36.751000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:57:42.688000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:57:50.277000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:57:55.436000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:58:00.116000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:58:05.206000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:58:05.206000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:58:10.074000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:58:14.977000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:58:19.728000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:58:29.348000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:58:36.382000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:58:55.706000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:59:00.456000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:59:05.258000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 10:58:02.017000;1008694322;0;0;4951056;17621414,7;467221,2863;25927,32017;4;4;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:59:10.009000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:59:10.009000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:59:14.948000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:59:20.356000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:59:28.842000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 10:59:40.340000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 10:59:48.709000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 11:00:05.397000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 11:00:10.451000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 11:00:21.812000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 11:00:32.731000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 11:00:45.296000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-13 11:00:58.111000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 11:01:03.521000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-13 11:01:08.120000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-13 11:00:13.501000;168924503,8;0;0;815186,4;1738112,8;949131,4508;26957,59969;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-14 11:32:32.715000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-14 11:32:58.535000;1369900976;0;0;8403563,6;19952220,28;128177,0976;55337,14445;4;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-14 11:32:39.545000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-14 11:32:58.535000;1369900976;0;0;8403563,6;19952220,28;128177,0976;55337,14445;4;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-14 11:32:45.517000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-14 11:32:58.535000;1369900976;0;0;8403563,6;19952220,28;128177,0976;55337,14445;4;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-14 11:33:02.792000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-14 11:32:58.535000;1369900976;0;0;8403563,6;19952220,28;128177,0976;55337,14445;4;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-14 11:33:08.287000;60902e68-2e7f-421b-b16f-7f11b9069e48;2019-07-14 11:32:58.535000;1369900976;0;0;8403563,6;19952220,28;128177,0976;55337,14445;4;4;3G;HSPAP;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
